0,56,261,4.857,5191,0,1.1,93.994,-36.4
0,57,149,4.857,5191,0,1.1,93.994,-36.4
0,37,226,4.857,5191,0,1.1,93.994,-36.4
0,40,151,4.857,5191,0,1.1,93.994,-36.4
0,56,307,4.857,5191,0,1.1,93.994,-36.4
0,45,198,4.857,5191,0,1.1,93.994,-36.4
0,59,139,4.857,5191,0,1.1,93.994,-36.4
0,41,217,4.857,5191,0,1.1,93.994,-36.4
0,24,380,4.857,5191,0,1.1,93.994,-36.4
0,25,50,4.857,5191,0,1.1,93.994,-36.4
0,41,55,4.857,5191,0,1.1,93.994,-36.4
0,25,222,4.857,5191,0,1.1,93.994,-36.4
0,29,137,4.857,5191,0,1.1,93.994,-36.4
0,57,293,4.857,5191,0,1.1,93.994,-36.4
0,35,146,4.857,5191,0,1.1,93.994,-36.4
0,54,174,4.857,5191,0,1.1,93.994,-36.4
0,35,312,4.857,5191,0,1.1,93.994,-36.4
0,46,440,4.857,5191,0,1.1,93.994,-36.4
0,50,353,4.857,5191,0,1.1,93.994,-36.4
0,39,195,4.857,5191,0,1.1,93.994,-36.4
0,30,38,4.857,5191,0,1.1,93.994,-36.4
0,55,262,4.857,5191,0,1.1,93.994,-36.4
0,55,342,4.857,5191,0,1.1,93.994,-36.4
0,41,181,4.857,5191,0,1.1,93.994,-36.4
0,37,172,4.857,5191,0,1.1,93.994,-36.4
0,35,99,4.857,5191,0,1.1,93.994,-36.4
0,59,93,4.857,5191,0,1.1,93.994,-36.4
0,39,233,4.857,5191,0,1.1,93.994,-36.4
0,54,255,4.857,5191,0,1.1,93.994,-36.4
0,55,362,4.857,5191,0,1.1,93.994,-36.4
0,46,348,4.857,5191,0,1.1,93.994,-36.4
0,59,386,4.857,5191,0,1.1,93.994,-36.4
0,49,73,4.857,5191,0,1.1,93.994,-36.4
0,54,230,4.857,5191,0,1.1,93.994,-36.4
0,54,208,4.857,5191,0,1.1,93.994,-36.4
0,55,336,4.857,5191,0,1.1,93.994,-36.4
0,34,365,4.857,5191,0,1.1,93.994,-36.4
0,52,1666,4.857,5191,0,1.1,93.994,-36.4
0,41,577,4.857,5191,0,1.1,93.994,-36.4
0,56,137,4.857,5191,0,1.1,93.994,-36.4
0,58,366,4.857,5191,0,1.1,93.994,-36.4
0,32,314,4.857,5191,0,1.1,93.994,-36.4
0,38,160,4.857,5191,0,1.1,93.994,-36.4
0,57,212,4.857,5191,0,1.1,93.994,-36.4
